"","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes","categories","hours"
"11","ydIiHK4TE_wd7gAyifNUAQ","Chinese Restaurant","104 N 10th St","Philadelphia","PA","19107",39.9538392,-75.1563293,4.5,27,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': None, 'street': None, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': False}"", 'WiFi': ""'no'""}","Restaurants, Chinese","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0'}"
"12","byYUYIXVxS6IUXC42THYFw","Asian Star","3148 Willits Rd","Philadelphia","PA","19136",40.0573352,-75.014859,3,5,0,"{'NoiseLevel': ""u'quiet'"", 'RestaurantsTakeOut': 'None', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'None', 'BusinessAcceptsCreditCards': 'True'}","Thai, Restaurants, Chinese, Japanese, Sushi Bars","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-23:0'}"
"13","zUJMvjK6aBeQtVCowZ85-w","Panasian Buffet","833 Adams Ave","Philadelphia","PA","19124",40.0308845266,-75.1041150063,3.5,62,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'Caters': 'False', 'OutdoorSeating': 'False', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'none'"", 'RestaurantsDelivery': 'None', 'RestaurantsTableService': 'True', 'HappyHour': 'False', 'DogsAllowed': 'False', 'RestaurantsReservations': 'True', 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': None, u'classy': True, u'upscale': False}"", 'GoodForMeal': ""{u'breakfast': None, u'brunch': True, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': None}""}","Pan Asian, Japanese, Buffets, Restaurants, American (Traditional), Chinese, Seafood","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
"14","1pkuCWlH3iEuUAQVHpIuHQ","China Star","425 West Girard Ave","Philadelphia","PA","19123",39.9702483665,-75.144223438,3,10,0,"{'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True'}","Cantonese, Restaurants, Chinese, Szechuan",NA
"15","teGUSCn6Vlrs07qIgilFHA","Oriental Kitchen","919 N 18th St","Philadelphia","PA","19130",39.971725,-75.1657105,2.5,8,1,"{'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'False', 'Caters': 'True', 'RestaurantsReservations': 'True'}","American (Traditional), Restaurants, Chinese","{'Wednesday': '12:0-12:30', 'Thursday': '12:0-12:30', 'Friday': '12:0-12:30', 'Saturday': '12:0-12:30', 'Sunday': '12:0-12:30'}"
"16","z5YxP_jyIU7dRKUA7V_H0w","Cily Chicken Rice","933 Race St","Philadelphia","PA","19107",39.955545,-75.1554729,4.5,68,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'HasTV': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True'}","Hainan, Fast Food, Chinese, Coffee & Tea, Food, Restaurants, Thai","{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '16:0-22:0'}"
"17","SADPX8WX34EQDj_jqtacMw","Bai Wei","1038 Race St","Philadelphia","PA","19107",39.9554771,-75.1572987,4,231,1,"{'HappyHour': 'False', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'WiFi': ""u'free'"", 'Caters': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': None}""}","Chinese, Food, Bubble Tea, Restaurants, Dim Sum, Szechuan","{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-22:30', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-22:30'}"
"18","KMQrA590JiprwoOnu4UKVQ","Park Salad Bar","708 Chestnut St","Philadelphia","PA","19106",39.9491534,-75.1529191,3.5,16,0,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'WiFi': ""'no'"", 'HasTV': 'True', 'Alcohol': ""u'none'"", 'BikeParking': 'True', 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Asian Fusion, Pizza, Salad, Restaurants, Chinese",NA
"19","0zWAsCBzvuCI_Ydx7yH1Jw","Shing Kee","600 Washington Ave, Ste 18 A","Philadelphia","PA","19147",39.9346322655,-75.1551747608,4,84,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'Caters': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""'full_bar'"", 'OutdoorSeating': 'None', 'RestaurantsDelivery': 'True'}","Noodles, Chinese, Restaurants, Soup","{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:30'}"
"20","KgozvZ1UFfXuJToqe8CfQg","Fortune Chinese Restaurant","1828 S St","Philadelphia","PA","19146",39.9444060526,-75.1728806172,3.5,87,1,"{'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': False, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False'}","Chinese, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-22:0'}"
"21","kimOwpoIWzJJx7NHTAj74Q","Little Kitchen","5000 City Line Ave","Philadelphia","PA","19131",40.0000840441,-75.2284179916,2.5,50,1,"{'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'quiet'"", 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Thai, Restaurants, Japanese, Chinese","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}"
"22","qfFKVxDqFbPtBTlKGQDapQ","Master Wok","1934 Liacouras Walk","Philadelphia","PA","19122",39.982461,-75.156031,3.5,9,1,"{'RestaurantsGoodForGroups': 'False', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'quiet'"", 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'BikeParking': 'True', 'HasTV': 'True'}","Chinese, Restaurants","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-21:0'}"
"23","vR9SKMvXCXyrl6u5ouWHBQ","Chan's Halal Restaurant","5500 Lancaster Ave","Philadelphia","PA","19131",39.9798334,-75.232945,3,44,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True'}","Asian Fusion, Chinese, Restaurants, Halal","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}"
"24","R76nXl5oTep-d1ZGPZSimQ","Trio Breakfast & Lunch","5548 Wayne Ave","Philadelphia","PA","19144",40.03145806,-75.1788476379,3,35,1,"{'NoiseLevel': ""u'loud'"", 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True'}","Restaurants, Chinese, American (Traditional), Fast Food, Breakfast & Brunch","{'Monday': '6:0-15:0', 'Tuesday': '6:0-15:0', 'Wednesday': '6:0-15:0', 'Thursday': '6:0-15:0', 'Friday': '6:0-15:0', 'Saturday': '6:0-15:0'}"
"25","MN-Em6pY0ZXZQsLv6uBhrA","Asian Garden","4047 Market St","Philadelphia","PA","19104",39.9576083,-75.2036365,3,10,1,"{'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True'}","Chinese, Restaurants",NA
